data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,state_code,state,region,data_fimSE
2023-06-18,202325,20.0,20,20.0,20,PA,Pará,Norte,2023-06-24
2023-06-11,202324,18.0,18,18.0,18,PA,Pará,Norte,2023-06-17
2023-06-04,202323,25.0,25,25.0,25,PA,Pará,Norte,2023-06-10
2023-05-28,202322,19.0,19,19.0,19,PA,Pará,Norte,2023-06-03
2023-05-21,202321,29.0,29,29.0,29,PA,Pará,Norte,2023-05-27
2023-05-14,202320,29.0,29,29.0,29,PA,Pará,Norte,2023-05-20
2023-05-07,202319,24.0,24,24.0,24,PA,Pará,Norte,2023-05-13
2023-04-30,202318,38.0,38,38.0,38,PA,Pará,Norte,2023-05-06
2023-04-23,202317,22.0,22,22.0,22,PA,Pará,Norte,2023-04-29
2023-04-16,202316,27.0,27,27.0,27,PA,Pará,Norte,2023-04-22
2023-04-09,202315,24.0,24,24.0,24,PA,Pará,Norte,2023-04-15
2023-04-02,202314,19.0,19,19.0,19,PA,Pará,Norte,2023-04-08
2023-03-26,202313,41.0,41,41.0,41,PA,Pará,Norte,2023-04-01
2023-03-19,202312,40.0,40,40.0,40,PA,Pará,Norte,2023-03-25
2023-03-12,202311,31.0,31,31.0,31,PA,Pará,Norte,2023-03-18
2023-03-05,202310,29.0,29,29.0,29,PA,Pará,Norte,2023-03-11
2023-02-26,202309,38.0,38,38.0,38,PA,Pará,Norte,2023-03-04
2023-02-19,202308,24.0,24,24.0,24,PA,Pará,Norte,2023-02-25
2023-02-12,202307,19.0,19,19.0,19,PA,Pará,Norte,2023-02-18
2023-02-05,202306,19.0,19,19.0,19,PA,Pará,Norte,2023-02-11
2023-01-29,202305,33.0,33,33.0,33,PA,Pará,Norte,2023-02-04
2023-01-22,202304,34.0,34,34.0,34,PA,Pará,Norte,2023-01-28
2023-01-15,202303,31.0,31,31.0,31,PA,Pará,Norte,2023-01-21
2023-01-08,202302,21.0,21,21.0,21,PA,Pará,Norte,2023-01-14
2023-01-01,202301,14.0,14,14.0,14,PA,Pará,Norte,2023-01-07
2022-12-25,202252,10.0,10,10.0,10,PA,Pará,Norte,2022-12-31
2022-12-18,202251,4.0,4,4.0,4,PA,Pará,Norte,2022-12-24
2022-12-11,202250,2.0,2,2.0,2,PA,Pará,Norte,2022-12-17
2022-12-04,202249,1.0,1,1.0,1,PA,Pará,Norte,2022-12-10
2022-11-27,202248,6.0,6,6.0,6,PA,Pará,Norte,2022-12-03
2022-11-20,202247,11.0,11,11.0,11,PA,Pará,Norte,2022-11-26
2022-11-13,202246,14.0,14,14.0,14,PA,Pará,Norte,2022-11-19
2022-11-06,202245,5.0,5,5.0,5,PA,Pará,Norte,2022-11-12
2022-10-30,202244,14.0,14,14.0,14,PA,Pará,Norte,2022-11-05
2022-10-23,202243,3.0,3,3.0,3,PA,Pará,Norte,2022-10-29
2022-10-16,202242,13.0,13,13.0,13,PA,Pará,Norte,2022-10-22
2022-10-09,202241,11.0,11,11.0,11,PA,Pará,Norte,2022-10-15
2022-10-02,202240,10.0,10,10.0,10,PA,Pará,Norte,2022-10-08
2022-09-25,202239,8.0,8,8.0,8,PA,Pará,Norte,2022-10-01
2022-09-18,202238,9.0,9,9.0,9,PA,Pará,Norte,2022-09-24
2022-09-11,202237,8.0,8,8.0,8,PA,Pará,Norte,2022-09-17
2022-09-04,202236,13.0,13,13.0,13,PA,Pará,Norte,2022-09-10
2022-08-28,202235,13.0,13,13.0,13,PA,Pará,Norte,2022-09-03
2022-08-21,202234,8.0,8,8.0,8,PA,Pará,Norte,2022-08-27
2022-08-14,202233,15.0,15,15.0,15,PA,Pará,Norte,2022-08-20
2022-08-07,202232,11.0,11,11.0,11,PA,Pará,Norte,2022-08-13
2022-07-31,202231,10.0,10,10.0,10,PA,Pará,Norte,2022-08-06
2022-07-24,202230,12.0,12,12.0,12,PA,Pará,Norte,2022-07-30
2022-07-17,202229,10.0,10,10.0,10,PA,Pará,Norte,2022-07-23
2022-07-10,202228,5.0,5,5.0,5,PA,Pará,Norte,2022-07-16
2022-07-03,202227,11.0,11,11.0,11,PA,Pará,Norte,2022-07-09
2022-06-26,202226,13.0,13,13.0,13,PA,Pará,Norte,2022-07-02
2022-06-19,202225,20.0,20,20.0,20,PA,Pará,Norte,2022-06-25
2022-06-12,202224,20.0,20,20.0,20,PA,Pará,Norte,2022-06-18
2022-06-05,202223,21.0,21,21.0,21,PA,Pará,Norte,2022-06-11
2022-05-29,202222,24.0,24,24.0,24,PA,Pará,Norte,2022-06-04
2022-05-22,202221,26.0,26,26.0,26,PA,Pará,Norte,2022-05-28
2022-05-15,202220,25.0,25,25.0,25,PA,Pará,Norte,2022-05-21
2022-05-08,202219,42.0,42,42.0,42,PA,Pará,Norte,2022-05-14
2022-05-01,202218,31.0,31,31.0,31,PA,Pará,Norte,2022-05-07
2022-04-24,202217,24.0,24,24.0,24,PA,Pará,Norte,2022-04-30
2022-04-17,202216,26.0,26,26.0,26,PA,Pará,Norte,2022-04-23
2022-04-10,202215,15.0,15,15.0,15,PA,Pará,Norte,2022-04-16
2022-04-03,202214,21.0,21,21.0,21,PA,Pará,Norte,2022-04-09
2022-03-27,202213,24.0,24,24.0,24,PA,Pará,Norte,2022-04-02
2022-03-20,202212,16.0,16,16.0,16,PA,Pará,Norte,2022-03-26
2022-03-13,202211,26.0,26,26.0,26,PA,Pará,Norte,2022-03-19
2022-03-06,202210,16.0,16,16.0,16,PA,Pará,Norte,2022-03-12
2022-02-27,202209,22.0,22,22.0,22,PA,Pará,Norte,2022-03-05
2022-02-20,202208,13.0,13,13.0,13,PA,Pará,Norte,2022-02-26
2022-02-13,202207,12.0,12,12.0,12,PA,Pará,Norte,2022-02-19
2022-02-06,202206,9.0,9,9.0,9,PA,Pará,Norte,2022-02-12
2022-01-30,202205,15.0,15,15.0,15,PA,Pará,Norte,2022-02-05
2022-01-23,202204,9.0,9,9.0,9,PA,Pará,Norte,2022-01-29
2022-01-16,202203,6.0,6,6.0,6,PA,Pará,Norte,2022-01-22
2022-01-09,202202,12.0,12,12.0,12,PA,Pará,Norte,2022-01-15
2022-01-02,202201,5.0,5,5.0,5,PA,Pará,Norte,2022-01-08
2023-11-05,202345,60.0,35,184.0,28,PB,Paraíba,Nordeste,2023-11-11
2023-10-29,202344,55.5,43,99.0,41,PB,Paraíba,Nordeste,2023-11-04
2023-10-22,202343,51.0,44,73.0,43,PB,Paraíba,Nordeste,2023-10-28
2023-10-15,202342,84.0,80,95.0,80,PB,Paraíba,Nordeste,2023-10-21
2023-10-08,202341,62.0,60,69.0,60,PB,Paraíba,Nordeste,2023-10-14
2023-10-01,202340,77.0,76,82.0,76,PB,Paraíba,Nordeste,2023-10-07
2023-09-24,202339,88.0,87,91.0,90,PB,Paraíba,Nordeste,2023-09-30
2023-09-17,202338,71.0,71,73.0,73,PB,Paraíba,Nordeste,2023-09-23
2023-09-10,202337,71.0,71,72.0,71,PB,Paraíba,Nordeste,2023-09-16
2023-09-03,202336,65.0,65,66.0,66,PB,Paraíba,Nordeste,2023-09-09
2023-08-27,202335,61.0,61,61.0,62,PB,Paraíba,Nordeste,2023-09-02
2023-08-20,202334,64.0,64,64.0,64,PB,Paraíba,Nordeste,2023-08-26
2023-08-13,202333,61.0,61,61.0,61,PB,Paraíba,Nordeste,2023-08-19
2023-08-06,202332,76.0,76,76.0,76,PB,Paraíba,Nordeste,2023-08-12
2023-07-30,202331,68.0,68,68.0,68,PB,Paraíba,Nordeste,2023-08-05
2023-07-23,202330,71.0,71,71.0,71,PB,Paraíba,Nordeste,2023-07-29
2023-07-16,202329,70.0,70,70.0,70,PB,Paraíba,Nordeste,2023-07-22
2023-07-09,202328,100.0,100,100.0,100,PB,Paraíba,Nordeste,2023-07-15
2023-07-02,202327,96.0,96,96.0,96,PB,Paraíba,Nordeste,2023-07-08
2023-06-25,202326,86.0,86,86.0,86,PB,Paraíba,Nordeste,2023-07-01
2023-06-18,202325,101.0,101,101.0,101,PB,Paraíba,Nordeste,2023-06-24
2023-06-11,202324,78.0,78,78.0,78,PB,Paraíba,Nordeste,2023-06-17
2023-06-04,202323,96.0,96,96.0,96,PB,Paraíba,Nordeste,2023-06-10
2023-05-28,202322,106.0,106,106.0,106,PB,Paraíba,Nordeste,2023-06-03
2023-05-21,202321,124.0,124,124.0,124,PB,Paraíba,Nordeste,2023-05-27
2023-05-14,202320,123.0,123,123.0,123,PB,Paraíba,Nordeste,2023-05-20
2023-05-07,202319,125.0,125,125.0,125,PB,Paraíba,Nordeste,2023-05-13
2023-04-30,202318,139.0,139,139.0,139,PB,Paraíba,Nordeste,2023-05-06
2023-04-23,202317,151.0,151,151.0,151,PB,Paraíba,Nordeste,2023-04-29
2023-04-16,202316,175.0,175,175.0,175,PB,Paraíba,Nordeste,2023-04-22
2023-04-09,202315,210.0,210,210.0,210,PB,Paraíba,Nordeste,2023-04-15
2023-04-02,202314,170.0,170,170.0,170,PB,Paraíba,Nordeste,2023-04-08
2023-03-26,202313,181.0,181,181.0,181,PB,Paraíba,Nordeste,2023-04-01
2023-03-19,202312,184.0,184,184.0,184,PB,Paraíba,Nordeste,2023-03-25
2023-03-12,202311,116.0,116,116.0,116,PB,Paraíba,Nordeste,2023-03-18
2023-03-05,202310,101.0,101,101.0,101,PB,Paraíba,Nordeste,2023-03-11
2023-02-26,202309,88.0,88,88.0,88,PB,Paraíba,Nordeste,2023-03-04
2023-02-19,202308,81.0,81,81.0,81,PB,Paraíba,Nordeste,2023-02-25
2023-02-12,202307,68.0,68,68.0,68,PB,Paraíba,Nordeste,2023-02-18
2023-02-05,202306,93.0,93,93.0,93,PB,Paraíba,Nordeste,2023-02-11
2023-01-29,202305,78.0,78,78.0,78,PB,Paraíba,Nordeste,2023-02-04
2023-01-22,202304,89.0,89,89.0,89,PB,Paraíba,Nordeste,2023-01-28
2023-01-15,202303,185.0,185,185.0,185,PB,Paraíba,Nordeste,2023-01-21
2023-01-08,202302,62.0,62,62.0,62,PB,Paraíba,Nordeste,2023-01-14
2023-01-01,202301,71.0,71,71.0,71,PB,Paraíba,Nordeste,2023-01-07
2022-12-25,202252,19.0,19,19.0,19,PB,Paraíba,Nordeste,2022-12-31
2022-12-18,202251,4.0,4,4.0,4,PB,Paraíba,Nordeste,2022-12-24
2022-12-11,202250,12.0,12,12.0,12,PB,Paraíba,Nordeste,2022-12-17
2022-12-04,202249,43.0,43,43.0,43,PB,Paraíba,Nordeste,2022-12-10
2022-11-27,202248,32.0,32,32.0,32,PB,Paraíba,Nordeste,2022-12-03
2022-11-20,202247,42.0,42,42.0,42,PB,Paraíba,Nordeste,2022-11-26
2022-11-13,202246,81.0,81,81.0,81,PB,Paraíba,Nordeste,2022-11-19
2022-11-06,202245,97.0,97,97.0,97,PB,Paraíba,Nordeste,2022-11-12
2022-10-30,202244,90.0,90,90.0,90,PB,Paraíba,Nordeste,2022-11-05
2022-10-23,202243,88.0,88,88.0,88,PB,Paraíba,Nordeste,2022-10-29
2022-10-16,202242,77.0,77,77.0,77,PB,Paraíba,Nordeste,2022-10-22
2022-10-09,202241,130.0,130,130.0,130,PB,Paraíba,Nordeste,2022-10-15
2022-10-02,202240,109.0,109,109.0,109,PB,Paraíba,Nordeste,2022-10-08
2022-09-25,202239,136.0,136,136.0,136,PB,Paraíba,Nordeste,2022-10-01
2022-09-18,202238,144.0,144,144.0,144,PB,Paraíba,Nordeste,2022-09-24
2022-09-11,202237,157.0,157,157.0,157,PB,Paraíba,Nordeste,2022-09-17
2022-09-04,202236,207.0,207,207.0,207,PB,Paraíba,Nordeste,2022-09-10
2022-08-28,202235,245.0,245,245.0,245,PB,Paraíba,Nordeste,2022-09-03
2022-08-21,202234,187.0,187,187.0,187,PB,Paraíba,Nordeste,2022-08-27
2022-08-14,202233,332.0,332,332.0,332,PB,Paraíba,Nordeste,2022-08-20
2022-08-07,202232,358.0,358,358.0,358,PB,Paraíba,Nordeste,2022-08-13
2022-07-31,202231,399.0,399,399.0,399,PB,Paraíba,Nordeste,2022-08-06
2022-07-24,202230,419.0,419,419.0,419,PB,Paraíba,Nordeste,2022-07-30
2022-07-17,202229,436.0,436,436.0,436,PB,Paraíba,Nordeste,2022-07-23
2022-07-10,202228,512.0,512,512.0,512,PB,Paraíba,Nordeste,2022-07-16
2022-07-03,202227,511.0,511,511.0,511,PB,Paraíba,Nordeste,2022-07-09
2022-06-26,202226,633.0,633,633.0,633,PB,Paraíba,Nordeste,2022-07-02
2022-06-19,202225,613.0,613,613.0,613,PB,Paraíba,Nordeste,2022-06-25
2022-06-12,202224,623.0,623,623.0,623,PB,Paraíba,Nordeste,2022-06-18
2022-06-05,202223,669.0,669,669.0,669,PB,Paraíba,Nordeste,2022-06-11
2022-05-29,202222,582.0,582,582.0,582,PB,Paraíba,Nordeste,2022-06-04
2022-05-22,202221,482.0,482,482.0,482,PB,Paraíba,Nordeste,2022-05-28
2022-05-15,202220,575.0,575,575.0,575,PB,Paraíba,Nordeste,2022-05-21
2022-05-08,202219,461.0,461,461.0,461,PB,Paraíba,Nordeste,2022-05-14
2022-05-01,202218,436.0,436,436.0,436,PB,Paraíba,Nordeste,2022-05-07
2022-04-24,202217,311.0,311,311.0,311,PB,Paraíba,Nordeste,2022-04-30
2022-04-17,202216,312.0,312,312.0,312,PB,Paraíba,Nordeste,2022-04-23
2022-04-10,202215,216.0,216,216.0,216,PB,Paraíba,Nordeste,2022-04-16
2022-04-03,202214,171.0,171,171.0,171,PB,Paraíba,Nordeste,2022-04-09
2022-03-27,202213,189.0,189,189.0,189,PB,Paraíba,Nordeste,2022-04-02
2022-03-20,202212,127.0,127,127.0,127,PB,Paraíba,Nordeste,2022-03-26
2022-03-13,202211,182.0,182,182.0,182,PB,Paraíba,Nordeste,2022-03-19
2022-03-06,202210,148.0,148,148.0,148,PB,Paraíba,Nordeste,2022-03-12
2022-02-27,202209,123.0,123,123.0,123,PB,Paraíba,Nordeste,2022-03-05
2022-02-20,202208,97.0,97,97.0,97,PB,Paraíba,Nordeste,2022-02-26
2022-02-13,202207,69.0,69,69.0,69,PB,Paraíba,Nordeste,2022-02-19
2022-02-06,202206,53.0,53,53.0,53,PB,Paraíba,Nordeste,2022-02-12
2022-01-30,202205,49.0,49,49.0,49,PB,Paraíba,Nordeste,2022-02-05
2022-01-23,202204,53.0,53,53.0,53,PB,Paraíba,Nordeste,2022-01-29
2022-01-16,202203,64.0,64,64.0,64,PB,Paraíba,Nordeste,2022-01-22
2022-01-09,202202,49.0,49,49.0,49,PB,Paraíba,Nordeste,2022-01-15
2022-01-02,202201,41.0,41,41.0,41,PB,Paraíba,Nordeste,2022-01-08
2023-11-05,202345,167.0,55,588.0,22,PR,Paraná,Sul,2023-11-11
2023-10-29,202344,148.5,99,305.0,83,PR,Paraná,Sul,2023-11-04
2023-10-22,202343,131.0,114,174.0,110,PR,Paraná,Sul,2023-10-28
2023-10-15,202342,135.0,129,151.0,128,PR,Paraná,Sul,2023-10-21
2023-10-08,202341,100.0,98,106.0,98,PR,Paraná,Sul,2023-10-14
2023-10-01,202340,97.0,96,101.0,97,PR,Paraná,Sul,2023-10-07
2023-09-24,202339,125.0,125,128.0,125,PR,Paraná,Sul,2023-09-30
2023-09-17,202338,127.0,127,129.0,128,PR,Paraná,Sul,2023-09-23
2023-09-10,202337,98.0,98,99.0,98,PR,Paraná,Sul,2023-09-16
2023-09-03,202336,72.0,72,73.0,73,PR,Paraná,Sul,2023-09-09
2023-08-27,202335,75.0,75,75.0,75,PR,Paraná,Sul,2023-09-02
2023-08-20,202334,110.0,110,110.0,110,PR,Paraná,Sul,2023-08-26
2023-08-13,202333,83.0,83,83.0,83,PR,Paraná,Sul,2023-08-19
2023-08-06,202332,103.0,103,103.0,103,PR,Paraná,Sul,2023-08-12
2023-07-30,202331,105.0,105,105.0,105,PR,Paraná,Sul,2023-08-05
2023-07-23,202330,91.0,91,91.0,91,PR,Paraná,Sul,2023-07-29
2023-07-16,202329,106.0,106,106.0,106,PR,Paraná,Sul,2023-07-22
2023-07-09,202328,77.0,77,77.0,77,PR,Paraná,Sul,2023-07-15
2023-07-02,202327,161.0,161,161.0,161,PR,Paraná,Sul,2023-07-08
2023-06-25,202326,139.0,139,139.0,139,PR,Paraná,Sul,2023-07-01
2023-06-18,202325,171.0,171,171.0,171,PR,Paraná,Sul,2023-06-24
2023-06-11,202324,221.0,221,221.0,221,PR,Paraná,Sul,2023-06-17
2023-06-04,202323,278.0,278,278.0,278,PR,Paraná,Sul,2023-06-10
2023-05-28,202322,326.0,326,326.0,326,PR,Paraná,Sul,2023-06-03
2023-05-21,202321,441.0,441,441.0,441,PR,Paraná,Sul,2023-05-27
2023-05-14,202320,646.0,646,646.0,646,PR,Paraná,Sul,2023-05-20
2023-05-07,202319,770.0,770,770.0,770,PR,Paraná,Sul,2023-05-13
2023-04-30,202318,799.0,799,799.0,799,PR,Paraná,Sul,2023-05-06
2023-04-23,202317,770.0,770,770.0,770,PR,Paraná,Sul,2023-04-29
2023-04-16,202316,933.0,933,933.0,933,PR,Paraná,Sul,2023-04-22
2023-04-09,202315,861.0,861,861.0,861,PR,Paraná,Sul,2023-04-15
2023-04-02,202314,634.0,634,634.0,634,PR,Paraná,Sul,2023-04-08
2023-03-26,202313,550.0,550,550.0,550,PR,Paraná,Sul,2023-04-01
2023-03-19,202312,495.0,495,495.0,495,PR,Paraná,Sul,2023-03-25
2023-03-12,202311,328.0,328,328.0,328,PR,Paraná,Sul,2023-03-18
2023-03-05,202310,273.0,273,273.0,273,PR,Paraná,Sul,2023-03-11
2023-02-26,202309,214.0,214,214.0,214,PR,Paraná,Sul,2023-03-04
2023-02-19,202308,145.0,145,145.0,145,PR,Paraná,Sul,2023-02-25
2023-02-12,202307,124.0,124,124.0,124,PR,Paraná,Sul,2023-02-18
2023-02-05,202306,123.0,123,123.0,123,PR,Paraná,Sul,2023-02-11
2023-01-29,202305,86.0,86,86.0,86,PR,Paraná,Sul,2023-02-04
2023-01-22,202304,82.0,82,82.0,82,PR,Paraná,Sul,2023-01-28
2023-01-15,202303,63.0,63,63.0,63,PR,Paraná,Sul,2023-01-21
2023-01-08,202302,62.0,62,62.0,62,PR,Paraná,Sul,2023-01-14
2023-01-01,202301,58.0,58,58.0,58,PR,Paraná,Sul,2023-01-07
2022-12-25,202252,48.0,48,48.0,48,PR,Paraná,Sul,2022-12-31
2022-12-18,202251,41.0,41,41.0,41,PR,Paraná,Sul,2022-12-24
2022-12-11,202250,51.0,51,51.0,51,PR,Paraná,Sul,2022-12-17
2022-12-04,202249,59.0,59,59.0,59,PR,Paraná,Sul,2022-12-10
2022-11-27,202248,66.0,66,66.0,66,PR,Paraná,Sul,2022-12-03
2022-11-20,202247,73.0,73,73.0,73,PR,Paraná,Sul,2022-11-26
2022-11-13,202246,105.0,105,105.0,105,PR,Paraná,Sul,2022-11-19
2022-11-06,202245,94.0,94,94.0,94,PR,Paraná,Sul,2022-11-12
2022-10-30,202244,67.0,67,67.0,67,PR,Paraná,Sul,2022-11-05
2022-10-23,202243,81.0,81,81.0,81,PR,Paraná,Sul,2022-10-29
2022-10-16,202242,85.0,85,85.0,85,PR,Paraná,Sul,2022-10-22
2022-10-09,202241,78.0,78,78.0,78,PR,Paraná,Sul,2022-10-15
2022-10-02,202240,67.0,67,67.0,67,PR,Paraná,Sul,2022-10-08
2022-09-25,202239,81.0,81,81.0,81,PR,Paraná,Sul,2022-10-01
2022-09-18,202238,62.0,62,62.0,62,PR,Paraná,Sul,2022-09-24
2022-09-11,202237,51.0,51,51.0,51,PR,Paraná,Sul,2022-09-17
2022-09-04,202236,65.0,65,65.0,65,PR,Paraná,Sul,2022-09-10
2022-08-28,202235,77.0,77,77.0,77,PR,Paraná,Sul,2022-09-03
2022-08-21,202234,94.0,94,94.0,94,PR,Paraná,Sul,2022-08-27
2022-08-14,202233,100.0,100,100.0,100,PR,Paraná,Sul,2022-08-20
2022-08-07,202232,142.0,142,142.0,142,PR,Paraná,Sul,2022-08-13
2022-07-31,202231,137.0,137,137.0,137,PR,Paraná,Sul,2022-08-06
2022-07-24,202230,154.0,154,154.0,154,PR,Paraná,Sul,2022-07-30
2022-07-17,202229,190.0,190,190.0,190,PR,Paraná,Sul,2022-07-23
2022-07-10,202228,217.0,217,217.0,217,PR,Paraná,Sul,2022-07-16
2022-07-03,202227,196.0,196,196.0,196,PR,Paraná,Sul,2022-07-09
2022-06-26,202226,220.0,220,220.0,220,PR,Paraná,Sul,2022-07-02
2022-06-19,202225,301.0,301,301.0,301,PR,Paraná,Sul,2022-06-25
2022-06-12,202224,372.0,372,372.0,372,PR,Paraná,Sul,2022-06-18
2022-06-05,202223,471.0,471,471.0,471,PR,Paraná,Sul,2022-06-11
2022-05-29,202222,536.0,536,536.0,536,PR,Paraná,Sul,2022-06-04
2022-05-22,202221,404.0,404,404.0,404,PR,Paraná,Sul,2022-05-28
2022-05-15,202220,720.0,720,720.0,720,PR,Paraná,Sul,2022-05-21
2022-05-08,202219,893.0,893,893.0,893,PR,Paraná,Sul,2022-05-14
2022-05-01,202218,1426.0,1426,1426.0,1426,PR,Paraná,Sul,2022-05-07
2022-04-24,202217,1169.0,1169,1169.0,1169,PR,Paraná,Sul,2022-04-30
2022-04-17,202216,1274.0,1274,1274.0,1274,PR,Paraná,Sul,2022-04-23
2022-04-10,202215,1457.0,1457,1457.0,1457,PR,Paraná,Sul,2022-04-16
2022-04-03,202214,863.0,863,863.0,863,PR,Paraná,Sul,2022-04-09
2022-03-27,202213,805.0,805,805.0,805,PR,Paraná,Sul,2022-04-02
2022-03-20,202212,692.0,692,692.0,692,PR,Paraná,Sul,2022-03-26
2022-03-13,202211,431.0,431,431.0,431,PR,Paraná,Sul,2022-03-19
2022-03-06,202210,362.0,362,362.0,362,PR,Paraná,Sul,2022-03-12
2022-02-27,202209,224.0,224,224.0,224,PR,Paraná,Sul,2022-03-05
2022-02-20,202208,120.0,120,120.0,120,PR,Paraná,Sul,2022-02-26
2022-02-13,202207,93.0,93,93.0,93,PR,Paraná,Sul,2022-02-19
2022-02-06,202206,86.0,86,86.0,86,PR,Paraná,Sul,2022-02-12
2022-01-30,202205,81.0,81,81.0,81,PR,Paraná,Sul,2022-02-05
2022-01-23,202204,47.0,47,47.0,47,PR,Paraná,Sul,2022-01-29
2022-01-16,202203,91.0,91,91.0,91,PR,Paraná,Sul,2022-01-22
2022-01-09,202202,104.0,104,104.0,104,PR,Paraná,Sul,2022-01-15
2022-01-02,202201,96.0,96,96.0,96,PR,Paraná,Sul,2022-01-08
2023-11-05,202345,27.0,7,84.0,2,PE,Pernambuco,Nordeste,2023-11-11
2023-10-29,202344,32.0,14,68.0,7,PE,Pernambuco,Nordeste,2023-11-04
2023-10-22,202343,41.0,24,77.0,16,PE,Pernambuco,Nordeste,2023-10-28
2023-10-15,202342,56.0,40,89.0,32,PE,Pernambuco,Nordeste,2023-10-21
2023-10-08,202341,86.0,72,114.0,64,PE,Pernambuco,Nordeste,2023-10-14
2023-10-01,202340,66.0,55,87.0,52,PE,Pernambuco,Nordeste,2023-10-07
2023-09-24,202339,79.0,71,95.0,70,PE,Pernambuco,Nordeste,2023-09-30
2023-09-17,202338,78.0,73,89.0,76,PE,Pernambuco,Nordeste,2023-09-23
2023-09-10,202337,89.0,85,97.0,87,PE,Pernambuco,Nordeste,2023-09-16
2023-09-03,202336,76.0,75,82.0,76,PE,Pernambuco,Nordeste,2023-09-09
2023-08-27,202335,78.0,78,78.0,80,PE,Pernambuco,Nordeste,2023-09-02
2023-08-20,202334,93.0,93,93.0,93,PE,Pernambuco,Nordeste,2023-08-26
2023-08-13,202333,103.0,103,103.0,103,PE,Pernambuco,Nordeste,2023-08-19
2023-08-06,202332,93.0,93,93.0,93,PE,Pernambuco,Nordeste,2023-08-12
2023-07-30,202331,116.0,116,116.0,116,PE,Pernambuco,Nordeste,2023-08-05
2023-07-23,202330,81.0,81,81.0,81,PE,Pernambuco,Nordeste,2023-07-29
2023-07-16,202329,89.0,89,89.0,89,PE,Pernambuco,Nordeste,2023-07-22
2023-07-09,202328,90.0,90,90.0,90,PE,Pernambuco,Nordeste,2023-07-15
2023-07-02,202327,89.0,89,89.0,89,PE,Pernambuco,Nordeste,2023-07-08
2023-06-25,202326,66.0,66,66.0,66,PE,Pernambuco,Nordeste,2023-07-01
2023-06-18,202325,56.0,56,56.0,56,PE,Pernambuco,Nordeste,2023-06-24
2023-06-11,202324,79.0,79,79.0,79,PE,Pernambuco,Nordeste,2023-06-17
2023-06-04,202323,61.0,61,61.0,61,PE,Pernambuco,Nordeste,2023-06-10
2023-05-28,202322,77.0,77,77.0,77,PE,Pernambuco,Nordeste,2023-06-03
2023-05-21,202321,63.0,63,63.0,63,PE,Pernambuco,Nordeste,2023-05-27
2023-05-14,202320,98.0,98,98.0,98,PE,Pernambuco,Nordeste,2023-05-20
2023-05-07,202319,96.0,96,96.0,96,PE,Pernambuco,Nordeste,2023-05-13
2023-04-30,202318,110.0,110,110.0,110,PE,Pernambuco,Nordeste,2023-05-06
2023-04-23,202317,118.0,118,118.0,118,PE,Pernambuco,Nordeste,2023-04-29
2023-04-16,202316,134.0,134,134.0,134,PE,Pernambuco,Nordeste,2023-04-22
2023-04-09,202315,142.0,142,142.0,142,PE,Pernambuco,Nordeste,2023-04-15
2023-04-02,202314,142.0,142,142.0,142,PE,Pernambuco,Nordeste,2023-04-08
2023-03-26,202313,177.0,177,177.0,177,PE,Pernambuco,Nordeste,2023-04-01
2023-03-19,202312,206.0,206,206.0,206,PE,Pernambuco,Nordeste,2023-03-25
2023-03-12,202311,251.0,251,251.0,251,PE,Pernambuco,Nordeste,2023-03-18
2023-03-05,202310,190.0,190,190.0,190,PE,Pernambuco,Nordeste,2023-03-11
2023-02-26,202309,110.0,110,110.0,110,PE,Pernambuco,Nordeste,2023-03-04
2023-02-19,202308,102.0,102,102.0,102,PE,Pernambuco,Nordeste,2023-02-25
2023-02-12,202307,71.0,71,71.0,71,PE,Pernambuco,Nordeste,2023-02-18
2023-02-05,202306,52.0,52,52.0,52,PE,Pernambuco,Nordeste,2023-02-11
2023-01-29,202305,71.0,71,71.0,71,PE,Pernambuco,Nordeste,2023-02-04
2023-01-22,202304,58.0,58,58.0,58,PE,Pernambuco,Nordeste,2023-01-28
2023-01-15,202303,75.0,75,75.0,75,PE,Pernambuco,Nordeste,2023-01-21
2023-01-08,202302,50.0,50,50.0,50,PE,Pernambuco,Nordeste,2023-01-14
2023-01-01,202301,66.0,66,66.0,66,PE,Pernambuco,Nordeste,2023-01-07
2022-12-25,202252,34.0,34,34.0,34,PE,Pernambuco,Nordeste,2022-12-31
2022-12-18,202251,9.0,9,9.0,9,PE,Pernambuco,Nordeste,2022-12-24
2022-12-11,202250,17.0,17,17.0,17,PE,Pernambuco,Nordeste,2022-12-17
2022-12-04,202249,23.0,23,23.0,23,PE,Pernambuco,Nordeste,2022-12-10
2022-11-27,202248,25.0,25,25.0,25,PE,Pernambuco,Nordeste,2022-12-03
2022-11-20,202247,10.0,10,10.0,10,PE,Pernambuco,Nordeste,2022-11-26
2022-11-13,202246,26.0,26,26.0,26,PE,Pernambuco,Nordeste,2022-11-19
2022-11-06,202245,25.0,25,25.0,25,PE,Pernambuco,Nordeste,2022-11-12
2022-10-30,202244,59.0,59,59.0,59,PE,Pernambuco,Nordeste,2022-11-05
2022-10-23,202243,52.0,52,52.0,52,PE,Pernambuco,Nordeste,2022-10-29
2022-10-16,202242,58.0,58,58.0,58,PE,Pernambuco,Nordeste,2022-10-22
2022-10-09,202241,59.0,59,59.0,59,PE,Pernambuco,Nordeste,2022-10-15
2022-10-02,202240,55.0,55,55.0,55,PE,Pernambuco,Nordeste,2022-10-08
